1376415815568,1,0
1371,20,0
1376415816958,22,1
1376415815568,21,0
1376415816646,21,1
1376415953172,2,0
1319,20,0
1376415953171,22,0
1376415954510,22,1
1376415954250,21,1
1376444949586,1,0
1112,20,0
1376444950716,22,1
1376444949586,21,0
1376444950665,21,1
1376444951631,1,0
1060,20,0
1376444952715,22,1
1376444951631,21,0
1376444952716,21,1
1376520462983,1,0
1424,20,0
1376520464425,22,1
1376520462982,21,0
1376520464113,21,1
1376531719317,2,0
1059,20,0
1376531719316,22,0
1376531720395,22,1
1376531719213,21,1
1376619800243,2,0
1684,20,0
1376619800242,22,0
1376619801322,22,1
1376619801947,21,1
