1364495222951,2,0
1364495322174,2,0
1364495848985,2,0
1364498490729,2,0
1364498545588,2,0
1364499021605,2,0
1364499217318,2,0
1364499531505,2,0
1369936033476,2,0
1945,20,0
3,21,0
1369936036286,2,0
1060,20,0
3,21,0
1369936037460,2,0
1059,20,0
3,21,0
1369936038631,2,0
2413,20,0
9,21,0
1369936041458,1,0
1112,20,0
3,21,0
1369936045423,1,0
1475,20,0
3,21,0
1369936047557,2,0
1790,20,0
5,21,0
1369936049533,1,0
3561,20,0
15,21,0
1369936053271,2,0
6062,20,0
17,21,0
1369936063348,1,0
1369936322345,2,0
2359,20,0
2,21,0
1369936325097,2,0
1059,20,0
5,21,0
1369936330974,2,0
1059,20,0
3,21,0
1369936337225,1,0
1684,20,0
5,21,0
1369936339481,2,0
2420,20,0
8,21,0
1369936343250,1,0
2255,20,0
3,21,0
1369936346168,1,0
2628,20,0
5,21,0
1369936349204,1,0
2263,20,0
9,21,0
1369936351870,1,0
1268,20,0
5,21,0
1369936356076,1,0
1476,20,0
7,21,0
1369936357990,2,0
1943,20,0
3,21,0
1369936362210,2,0
1371,20,0
9,21,0
1369936368724,1,0
1215,20,0
3,21,0
1369936373804,2,0
1112,20,0
3,21,0
1369936375192,2,0
1059,20,0
3,21,0
1369936376918,1,0
1112,20,0
3,21,0
1369936378532,2,0
1370021474514,2,0
1060,20,0
3,21,0
1370021475693,1,0
1063,20,0
3,21,0
1370023153293,1,0
1679,20,0
3,21,0
1,22,0
1678,23,0
1370023155352,1,0
1316,20,0
3,21,0
1,22,0
1315,23,0
1370023160451,1,0
1211,20,0
3,21,0
1,22,0
1210,23,0
1370023164200,1,0
1211,20,0
3,21,0
0,22,0
1211,23,0
1370023167000,1,0
1056,20,0
3,21,0
1,22,0
1055,23,0
1370023169389,1,0
1056,20,0
5,21,0
1,22,0
1055,23,0
1370023171520,2,0
1212,20,0
3,21,0
1,22,0
1211,23,0
1370023173669,1,0
1056,20,0
3,21,0
0,22,0
1056,23,0
1370023176787,1,0
1734,20,0
5,21,0
0,22,0
1734,23,0
1370023184169,1,0
1160,20,0
3,21,0
1,22,0
1159,23,0
1370023186864,1,0
1056,20,0
3,21,0
1,22,0
1055,23,0
1370023204865,2,0
1056,20,0
3,21,0
1,22,0
1055,23,0
1370023207103,1,0
1059,20,0
3,21,0
1,22,0
1058,23,0
1370023210304,1,0
1471,20,0
5,21,0
0,22,0
1471,23,0
1370023403554,2,0
2208,20,0
5,21,0
1,22,0
2207,23,0
1370026677242,1,0
2460,20,0
8,21,0
1,22,0
2459,23,0
1370026680336,1,0
2305,20,0
