1370030627719,2,0
1891,20,0
3,21,0
1370030800424,2,0
1320,20,0
3,21,0
1370030858088,2,0
1268,20,0
3,21,0
1370032148313,2,0
1059,20,0
3,21,0
1370032320482,1,0
1529,20,0
7,21,0
1370032744851,2,0
1320,20,0
3,21,0
1370032758258,1,0
2051,20,0
7,21,0
1370032824442,2,0
1215,20,0
3,21,0
1370033048419,1,0
1059,20,0
3,21,0
1370033265881,2,0
1891,20,0
5,21,0
1370033269837,2,0
1319,20,0
3,21,0
1370033271399,2,0
1215,20,0
3,21,0
1370033272895,1,0
1059,20,0
3,21,0
1370034659658,1,0
1059,20,0
3,21,0
1370035101607,2,0
1423,20,0
5,21,0
1370035224760,2,0
1111,20,0
3,21,0
1370035265289,1,0
1059,20,0
3,21,0
1370035352573,2,0
1059,20,0
3,21,0
1370035445231,1,0
1216,20,0
3,21,0
1370035446952,1,0
1631,20,0
3,21,0
1370035598282,2,0
1163,20,0
5,21,0
1370035797377,2,0
1579,20,0
5,21,0
1370036052692,2,0
1062,20,0
3,21,0
1370036054320,2,0
1059,20,0
3,21,0
1370036139824,1,0
1427,20,0
5,21,0
1370036164903,2,0
1372,20,0
3,21,0
1370036512420,1,0
2206,20,0
7,21,0
1370036713851,2,0
1475,20,0
5,21,0
1370036736673,1,0
3768,20,0
17,21,0
1370036745070,2,0
1112,20,0
5,21,0
1370037582584,1,0
1059,20,0
3,21,0
1370037583840,2,0
1839,20,0
3,21,0
1370039079302,2,0
1320,20,0
5,21,0
1370039275669,1,0
1216,20,0
3,21,0
1370040022432,1,0
2362,20,0
5,21,0
1370040073877,1,0
1527,20,0
3,21,0
1370040119940,2,0
1319,20,0
5,21,0
1370040958101,2,0
1736,20,0
3,21,0
1370041931030,2,0
1215,20,0
3,21,0
1370042524448,2,0
1840,20,0
5,21,0
1370042688494,2,0
1267,20,0
3,21,0
1370042713600,2,0
1059,20,0
3,21,0
1370043341713,1,0
2359,20,0
9,21,0
1370044209191,1,0
1475,20,0
3,21,0
1370047592438,2,0
1425,20,0
5,21,0
1370048822511,1,0
1059,20,0
5,21,0
1370048823752,1,0
1060,20,0
3,21,0
1370049024002,2,0
1998,20,0
7,21,0
1370049649579,2,0
1267,20,0
3,21,0
1370052066272,1,0
1843,20,0
3,21,0
1370052148178,2,0
1066,20,0
3,21,0
1370060146953,2,0
1319,20,0
5,21,0
1370097491829,1,0
1059,20,0
3,21,0
1370101367388,2,0
1060,20,0
3,21,0
1370106432160,1,0
1632,20,0
3,21,0
1370123108156,1,0
1059,20,0
3,21,0
1370123110518,2,0
1215,20,0
3,21,0
1370124987845,1,0
1215,20,0
3,21,0
1370126667186,2,0
1111,20,0
5,21,0
1370126794196,1,0
1899,20,0
5,21,0
1370128471938,1,0
1059,20,0
3,21,0
1370130040506,2,0
1787,20,0
5,21,0
1370147502127,2,0
1059,20,0
5,21,0
1370187698881,2,0
1164,20,0
3,21,0
1370187702383,1,0
1631,20,0
3,21,0
1370191172594,2,0
1371,20,0
3,21,0
1370192322353,2,0
1840,20,0
5,21,0
1370197349906,2,0
1112,20,0
3,21,0
1370197762926,1,0
2463,20,0
5,21,0
1370198071160,2,0
1112,20,0
3,21,0
1370198072490,2,0
1891,20,0
3,21,0
1370198905004,2,0
1423,20,0
5,21,0
1370202496209,1,0
3506,20,0
9,21,0
1370202506444,2,0
2411,20,0
7,21,0
1370202516985,1,0
1424,20,0
5,21,0
1370202553878,1,0
1683,20,0
3,21,0
1370202555842,2,0
2567,20,0
5,21,0
1370211273044,1,0
1527,20,0
3,21,0
1370215860036,2,0
1059,20,0
3,21,0
1370217903849,1,0
1060,20,0
3,21,0
1370217905363,1,0
1215,20,0
5,21,0
1370217907354,2,0
1891,20,0
3,21,0
1370227688710,2,0
2307,20,0
3,21,0
1370241140072,1,0
2100,20,0
7,21,0
