1370014686896,2,0
1579,20,0
3,21,0
1370014692800,2,0
1319,20,0
3,21,0
1370014700905,1,0
1424,20,0
7,21,0
1370014707366,2,0
1165,20,0
3,21,0
1370014712649,1,0
1423,20,0
3,21,0
1370015251604,2,0
1319,20,0
3,21,0
1370015450483,1,0
1215,20,0
3,21,0
1370015844838,1,0
1531,20,0
7,21,0
1370015862361,1,0
1112,20,0
3,21,0
1370017120999,1,0
1216,20,0
3,21,0
1370017536332,1,0
1060,20,0
3,21,0
1370018064958,1,0
1163,20,0
3,21,0
1370018120753,2,0
2307,20,0
5,21,0
1370018137936,1,0
1267,20,0
3,21,0
1370018329861,1,0
1378,20,0
3,21,0
1370018432283,1,0
1580,20,0
8,21,0
1370018436516,1,0
2936,20,0
12,21,0
1370018441165,2,0
1528,20,0
5,21,0
1370018442814,2,0
1059,20,0
3,21,0
1370018444201,1,0
1059,20,0
3,21,0
1370018554523,2,0
1684,20,0
3,21,0
1370018739474,2,0
1217,20,0
3,21,0
1370019397623,1,0
1267,20,0
5,21,0
1370019824585,1,0
1320,20,0
5,21,0
1370019830669,2,0
1163,20,0
3,21,0
1370020018034,1,0
1787,20,0
5,21,0
1370020089696,2,0
1371,20,0
3,21,0
1370020505382,2,0
1062,20,0
3,21,0
1370020646433,2,0
1527,20,0
5,21,0
1370020648445,1,0
1060,20,0
3,21,0
1370020692535,2,0
1423,20,0
3,21,0
1370021138552,1,0
1843,20,0
3,21,0
1370022447049,1,0
1060,20,0
3,21,0
1370022555537,2,0
1059,20,0
3,21,0
1370022571365,1,0
1842,20,0
5,21,0
1370022575750,1,0
1527,20,0
3,21,0
1370022711309,2,0
1790,20,0
4,21,0
1370023182293,2,0
1632,20,0
5,21,0
1370023211108,1,0
1951,20,0
5,21,0
1370023329212,2,0
1215,20,0
3,21,0
1370023443287,1,0
1891,20,0
3,21,0
1370023681647,2,0
1896,20,0
5,21,0
1370023973935,2,0
1060,20,0
3,21,0
1370024060471,1,0
1842,20,0
3,21,0
1370024931129,2,0
1527,20,0
5,21,0
1370025476889,1,0
1423,20,0
3,21,0
1370025664647,2,0
1319,20,0
3,21,0
1370025760887,1,0
2099,20,0
3,21,0
1370026063811,1,0
2151,20,0
3,21,0
1370026106871,2,0
1997,20,0
7,21,0
1370026373844,1,0
1580,20,0
3,21,0
1370026376107,1,0
1475,20,0
5,21,0
1370026378009,1,0
2358,20,0
11,21,0
1370026382033,1,0
1059,20,0
3,21,0
1370026432260,1,0
1319,20,0
3,21,0
1370026811233,1,0
1946,20,0
6,21,0
1370026953318,2,0
1059,20,0
3,21,0
1370026954997,1,0
1059,20,0
5,21,0
1370027148756,1,0
1111,20,0
3,21,0
1370027150135,2,0
1059,20,0
3,21,0
1370027175330,1,0
1532,20,0
3,21,0
1370027650363,1,0
1944,20,0
5,21,0
1370028161402,2,0
1632,20,0
3,21,0
1370028821551,1,0
1995,20,0
3,21,0
1370028897237,1,0
1476,20,0
3,21,0
1370028900923,1,0
1632,20,0
7,21,0
1370028937003,2,0
1323,20,0
3,21,0
1370029128251,2,0
1059,20,0
3,21,0
1370029154590,2,0
1059,20,0
3,21,0
1370029169284,2,0
1527,20,0
5,21,0
1370029204829,1,0
1579,20,0
3,21,0
1370029228909,2,0
1527,20,0
5,21,0
1370029737089,1,0
1319,20,0
3,21,0
1370029926104,2,0
2515,20,0
5,21,0
1370029973343,2,0
1165,20,0
3,21,0
1370030058933,1,0
1166,20,0
3,21,0
1370030060893,1,0
1267,20,0
3,21,0
1370030063602,2,0
1059,20,0
3,21,0
1370030064831,2,0
2152,20,0
5,21,0
1370030625455,1,0
1891,20,0
5,21,0
